"fecha","cantidad","material","Tipo_Producto","segmento_producto","supergrupo_producto","grupo_producto","subgrupo_producto"
"2021-12-01","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2021-12-02","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2021-12-20","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2021-12-22","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2021-12-23","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2021-12-24","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2021-12-26","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2021-12-28","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-01-22","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-01-23","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-01-24","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-01-26","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-01-28","5.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-01-29","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-01-30","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-01-31","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-02-01","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-02-03","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-02-04","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-02-10","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-05","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-06","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-10","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-11","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-12","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-13","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-14","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-18","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-19","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-20","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-21","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-23","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-24","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-26","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-27","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-29","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-03-30","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-01","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-02","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-03","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-04","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-06","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-07","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-08","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-09","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-11","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-13","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-16","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-21","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-22","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-23","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-24","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-25","13.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-26","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-04-30","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-05-01","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-05-03","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-05-15","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-05-20","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-04","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-05","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-08","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-09","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-10","5.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-11","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-13","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-15","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-06-16","34.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-07-20","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-07-22","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-07-24","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-07-25","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-07-27","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-07-28","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-07-29","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-07-30","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-01","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-02","10.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-03","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-09","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-10","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-11","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-12","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-13","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-15","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-19","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-25","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-26","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-27","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-28","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-30","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-08-31","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-01","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-02","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-03","26.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-04","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-05","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-06","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-09","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-11","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-14","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-15","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-16","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-17","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-22","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-23","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-24","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-09-26","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-01","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-02","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-06","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-08","5.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-09","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-10","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-11","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-12","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-13","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-14","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-15","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-19","8.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-20","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-21","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-22","20.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-10-23","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-05","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-06","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-11","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-12","5.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-13","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-14","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-15","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-16","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-17","10.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-18","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-19","11.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-20","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-21","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-22","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-24","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-25","6.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-11-26","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-01","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-03","7.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-04","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-05","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-06","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-07","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-08","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-09","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-10","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-11","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-12","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-14","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-15","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-16","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-17","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-18","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-19","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-20","5.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-21","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-22","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-26","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-27","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-28","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-29","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-30","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2022-12-31","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-02","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-03","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-06","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-08","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-13","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-16","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-18","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-20","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-21","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-26","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-28","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-29","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-01-31","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-01","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-04","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-07","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-09","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-10","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-11","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-16","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-18","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-21","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-23","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-24","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-02-28","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-01","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-02","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-03","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-05","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-07","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-10","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-11","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-12","5.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-13","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-16","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-17","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-18","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-19","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-20","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-22","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-25","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-26","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-27","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-29","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-30","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-03-31","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-01","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-03","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-05","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-13","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-15","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-16","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-21","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-22","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-27","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-04-30","3.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-01","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-02","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-05","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-06","17.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-07","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-13","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-14","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-18","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-19","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-20","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-26","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-27","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-28","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-29","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-05-31","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-06-01","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-06-02","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-06-03","4.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-06-07","2.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-06-08","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
"2023-06-10","1.00","20003257001","LILI PINK","ADULTO","LINEA SECRET","BRASIER SILICONA","SILICONA"
