"fecha","cantidad","material","Tipo_Producto","segmento_producto","supergrupo_producto","grupo_producto","subgrupo_producto"
"2024-07-31","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-08-01","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-08-03","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-08-04","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-08-07","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-08-08","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-08-10","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-08-17","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-08-25","3.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-09-01","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-09-08","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-09-13","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-09-15","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-05","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-13","3.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-14","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-15","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-16","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-18","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-20","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-26","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-27","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-28","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-10-31","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-03","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-04","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-05","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-09","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-11","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-15","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-16","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-17","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-19","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-20","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-21","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-23","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-24","4.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-25","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-26","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-27","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-28","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-29","5.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-11-30","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-01","4.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-02","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-03","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-05","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-07","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-10","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-11","4.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-13","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-14","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-15","4.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-16","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-17","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-18","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-19","3.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-21","3.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-23","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-24","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2024-12-27","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-01-02","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-01-11","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-01-12","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-01-15","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-01-24","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-01-25","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-02-01","3.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-02-02","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-02-09","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-02-13","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-02-16","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-02-23","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-02-28","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-03-02","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-03-04","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-03-10","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-03-29","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-02","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-04","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-05","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-06","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-10","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-11","3.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-14","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-15","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-17","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-19","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-20","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-21","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-22","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-25","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-26","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-04-27","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-01","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-03","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-04","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-07","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-08","3.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-10","2.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-13","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-16","1.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2025-05-17","3.00","20000815002","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-08-13","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-08-14","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-08-15","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-08-18","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-08-21","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-08-31","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-03","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-04","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-08","4.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-09","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-11","4.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-12","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-17","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-18","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-19","4.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-20","12.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-21","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-22","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-23","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-24","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-09-26","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-03","12.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-07","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-09","5.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-10","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-12","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-13","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-15","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-16","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-18","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-20","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-22","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-23","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-25","12.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-28","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-10-30","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-01","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-05","4.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-06","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-07","4.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-08","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-09","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-10","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-11","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-14","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-19","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-20","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-21","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-27","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-28","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-29","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-11-30","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-02","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-03","7.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-04","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-07","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-09","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-11","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-12","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-13","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-15","4.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-16","8.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-17","6.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-19","4.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-20","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-22","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-23","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-24","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-25","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-26","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-27","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-28","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-29","5.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-30","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2021-12-31","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-02","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-04","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-07","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-08","4.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-11","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-12","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-13","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-16","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-23","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-24","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-01-29","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-02-18","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-02-19","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-02-26","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-02-27","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-02","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-04","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-05","5.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-06","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-07","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-11","8.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-15","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-17","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-18","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-19","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-20","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-26","2.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-27","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-29","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-03-30","3.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-04-03","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-04-09","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-04-18","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-04-27","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-04-30","7.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
"2022-05-01","1.00","20000815003","LILI PINK","JUVENIL","INTERIOR JUVENIL","BRASIER PAQX2","MICROFIBRA"
